PDB,Epoch,Step,Pout,Lagr,L_p,L_d,Model
39.81071853637695,199,0,0.12042552977800369,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,0.0074885268695652485,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
39.81071853637695,199,0,0.00029128033202141523,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
63.095726013183594,199,0,8.397041710850317e-06,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,1.957600375135371e-07,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
100.0,199,0,0.16493326425552368,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
100.0,199,0,0.2716268002986908,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,0.20610639452934265,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
39.81071853637695,199,0,0.08453375101089478,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,0.02117704600095749,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
63.095726013183594,199,0,0.12042555212974548,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,0.0072511546313762665,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,0.00029107468435540795,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,8.7632051872788e-06,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,2.110627406182175e-07,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,0.10340588539838791,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
63.095726013183594,199,0,0.017429037019610405,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
100.0,199,0,0.0014149216003715992,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,6.561491318279877e-05,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
25.11886215209961,199,0,1.9675617295433767e-06,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
39.81071853637695,199,0,0.0512649305164814,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,0.0013038641773164272,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,2.2191181415109895e-05,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,2.8437105470402457e-07,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,2.9178930383011448e-09,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
25.11886215209961,199,0,0.08606836944818497,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,0.003703879890963435,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,0.0001062623196048662,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,2.2864542188472115e-06,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
25.11886215209961,199,0,3.935826597967207e-08,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,0.08606838434934616,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,0.003703880123794079,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
100.0,199,0,0.00010626232688082382,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
25.11886215209961,199,0,2.2864562652102904e-06,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,3.9358305059522536e-08,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
100.0,199,0,0.0512649305164814,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,0.001314044464379549,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
63.095726013183594,199,0,2.2454791178461164e-05,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,2.877858378269593e-07,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,2.950665267675845e-09,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
15.848933219909668,199,0,0.12042552977800369,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,0.007249641697853804,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,0.00029101359541527927,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,8.761418030189816e-06,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,2.1101999436723418e-07,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
39.81071853637695,199,0,0.0512649305164814,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
158.4893341064453,199,0,0.0013093816814944148,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
10.0,199,0,2.2358717615134083e-05,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
251.18870544433594,199,0,2.866059958250844e-07,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
63.095726013183594,199,0,2.939110954613966e-09,0.0568074993789196,0.0568074993789196,0.0,HARQ-CC
